dataset,mincoh,minsize,minsup,iterations,itemsets,time(ms),customtime,cellsize,eps,repartition,disabledpruning,storagethr,nexecutor,ncore,maxram,weeklyscale,timebucketthreshold,totalcells
geolife,0.0,5,15,218492,399,5941, 8254,100,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,5,15,9079,6,3142, 5770,100,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,5,15,36763,34,4579, 7322,100,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,5,15,206236,399,6513, 13328,100,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,5,15,9079,6,3412, 5881,100,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,5,15,36763,34,5211, 7686,100,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,5,15,206235,399,6913, 16823,100,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,5,15,9079,6,3108, 5612,100,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,5,15,36763,34,4727, 7256,100,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,5,15,206235,399,6841, 13921,100,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,5,15,55,0,319, 2048,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,5,15,55,0,346, 1849,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,5,15,55,0,389, 1876,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,5,15,55,0,373, 1921,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,5,15,55,0,381, 1957,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,5,15,55,0,418, 2054,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,5,15,55,0,396, 1925,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,5,15,55,0,367, 2186,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,5,15,55,0,365, 2099,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,5,15,55,0,359, 2209,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,5,15,55,0,417, 2182,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,5,15,55,0,369, 2306,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,5,15,0,0,0,0,100,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,5,15,0,0,0,0,100,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,5,15,0,0,0,0,100,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,5,15,0,0,0,0,100,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,5,40635,6394,13665, 16098,10,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,5,44287,7284,12966, 14724,10,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,5,66677,15418,16079, 18554,10,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,5,50937,11032,13247, 28528,10,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,5,55069,12080,15232, 36179,10,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,5,79690,21418,15673, 36965,10,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,5,56940,14205,15393, 30075,10,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,5,61288,15302,14729, 34097,10,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,5,86288,24728,20968, 36222,10,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,5,58301,14707,16516, 31610,10,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,5,62654,15807,18767, 34085,10,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,5,87320,25236,10368, 25580,10,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,5,38592,14109,15214, 16998,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,5,38591,14109,14494, 16238,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,5,38591,14109,13111, 14846,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,5,82806,37220,11864, 36051,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,5,82804,37220,11021, 28237,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,5,82804,37220,11883, 33557,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,5,106771,48038,10627, 32778,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,5,106769,48038,10934, 32432,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,5,106769,48038,11780, 34425,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,5,110679,49785,13370, 34722,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,5,110621,49785,15203, 33245,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,5,110620,49785,9296, 25153,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,5,72291,56500,15154, 48635,10,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,5,457628,385288,17580, 43479,10,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,5,723496,580935,19888, 42745,10,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,5,794811,629140,14221, 43099,10,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,5,6718,356,3796, 6367,50,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,5,11976,2939,4377, 6747,50,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,5,80385,53467,7914, 9761,50,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,5,7346,413,4163, 12075,50,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,5,12736,2996,5924, 21439,50,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,5,81131,53526,7224, 30111,50,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,5,7358,413,4270, 15397,50,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,5,12751,2996,4843, 24213,50,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,5,79635,53526,7732, 23333,50,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,5,7358,413,3982, 11140,50,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,5,12751,2996,5293, 24149,50,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,5,79633,53526,8653, 28975,50,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,5,3393,291,1569, 2957,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,5,3393,291,1923, 3668,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,5,3393,291,1998, 4863,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,5,4410,362,1735, 7412,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,5,4406,362,2257, 11042,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,5,4406,362,1535, 9364,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,5,4266,362,2169, 11569,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,5,4227,362,1803, 7527,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,5,4226,362,1777, 8152,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,5,4265,362,2089, 10020,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,5,4226,362,2512, 10367,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,5,4225,362,2520, 9911,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,5,3108,1643,2116, 10882,50,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,5,6881,2745,2787, 13745,50,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,5,6973,2754,2487, 13720,50,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,5,6971,2754,2179, 13442,50,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,5,7704,1990,5692, 7664,100,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,5,24334,11335,7777, 10409,100,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,5,171957,89665,6629, 9053,100,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,5,7729,1990,4001, 16807,100,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,5,24375,11335,6046, 23677,100,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,5,170221,89665,9333, 24645,100,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,5,7729,1990,4620, 14362,100,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,5,24375,11335,6312, 18879,100,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,5,170221,89665,7887, 22186,100,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,5,7729,1990,5596, 15254,100,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,5,24375,11335,6645, 20254,100,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,5,170221,89665,6955, 26498,100,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,5,1925,367,1870, 3644,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,5,1925,367,1996, 3953,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,5,1925,367,1844, 3720,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,5,1788,368,1460, 6487,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,5,1705,368,1673, 7189,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,5,1704,368,1433, 7834,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,5,1787,368,1317, 8256,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,5,1704,368,1359, 7971,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,5,1703,368,1707, 7002,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,5,1787,368,1886, 7410,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,5,1704,368,1743, 6981,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,5,1703,368,1749, 7082,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,5,464,138,1407, 3136,100,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,5,569,151,1350, 6391,100,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,5,567,151,1378, 6492,100,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,5,567,151,1034, 6632,100,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,10,38031,1401,10138, 12959,10,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,10,41385,1403,10558, 13138,10,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,10,62813,1594,14488, 16636,10,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,10,46967,2366,11746, 28317,10,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,10,50784,2379,11726, 24616,10,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,10,73823,2672,14677, 28285,10,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,10,52194,2976,12527, 30502,10,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,10,56214,2992,13986, 32326,10,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,10,79301,3318,16795, 35416,10,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,10,53371,3175,15918, 30227,10,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,10,57375,3191,17388, 35857,10,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,10,78558,3518,10371, 25565,10,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,10,35182,3613,10906, 13037,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,10,35182,3613,9906, 11404,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,10,35182,3613,9784, 11180,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,10,75606,7197,10283, 25211,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,10,75599,7197,10509, 26294,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,10,75599,7197,10985, 26343,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,10,97147,8957,10573, 25705,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,10,97133,8957,11149, 26765,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,10,97133,8957,12448, 32446,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,10,96668,9395,13285, 29184,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,10,96485,9395,12917, 29351,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,10,96483,9395,7786, 27726,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,10,70546,18549,16467, 47509,10,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,10,451783,106470,14634, 45122,10,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,10,714570,152971,17679, 45322,10,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,10,724527,167722,13197, 35515,10,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,10,4563,37,2261, 4298,50,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,10,9111,508,3478, 6678,50,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,10,73410,3402,8117, 10126,50,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,10,4729,37,2911, 6460,50,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,10,9356,508,3084, 12695,50,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,10,69459,3402,7497, 18724,50,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,10,4729,37,2485, 5826,50,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,10,9357,508,2899, 11398,50,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,10,57533,3402,8196, 19902,50,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,10,4729,37,2881, 6041,50,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,10,9357,508,4182, 13940,50,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,10,57533,3402,6650, 18239,50,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,10,1199,0,1657, 3274,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,10,1199,0,1553, 3313,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,10,1199,0,1159, 2609,50,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,10,1320,0,1589, 3632,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,10,1315,0,1032, 3045,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,10,1315,0,1123, 3282,50,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,10,1222,0,1127, 3823,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,10,1215,0,1677, 3363,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,10,1213,0,1140, 3139,50,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,10,1222,0,1341, 3800,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,605
geolife,0.0,10,10,1215,0,1033, 2779,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,605
geolife,0.0,10,10,1213,0,1123, 2929,50,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,605
geolife,0.0,10,10,1807,3,1566, 3662,50,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,10,3479,3,2078, 4022,50,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,10,2528,3,1541, 4023,50,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,10,2525,3,2022, 4309,50,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,90
geolife,0.0,10,10,5937,48,2742, 4853,100,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,10,20873,313,4872, 6582,100,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,10,135366,972,5515, 8493,100,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,10,5941,48,3473, 6733,100,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,10,20884,313,3646, 9236,100,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,10,128535,972,5267, 15697,100,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,10,5941,48,2911, 6271,100,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,10,20884,313,2946, 8245,100,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,10,128535,972,6133, 17453,100,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,10,5941,48,2885, 6637,100,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,541
geolife,0.0,10,10,20884,313,3955, 11753,100,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,541
geolife,0.0,10,10,128535,972,5476, 19992,100,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,541
geolife,0.0,10,10,190,0,684, 2804,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,10,189,0,1122, 3652,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,10,189,0,640, 2441,100,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,10,180,0,1122, 2867,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,10,172,0,721, 2512,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,10,172,0,891, 2509,100,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,10,180,0,674, 2759,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,10,172,0,959, 4107,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,10,172,0,806, 3678,100,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,10,180,0,754, 2757,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,175
geolife,0.0,10,10,172,0,765, 2143,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,175
geolife,0.0,10,10,172,0,1271, 3166,100,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,175
geolife,0.0,10,10,18,0,316, 1852,100,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,10,18,0,409, 2310,100,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,10,18,0,397, 2171,100,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,10,18,0,299, 2255,100,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,25
geolife,0.0,10,15,34074,195,9475, 11406,10,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,15,36656,195,9609, 11264,10,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,15,53379,198,11550, 13652,10,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,15,39300,270,9068, 14820,10,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,15,42297,270,10320, 16159,10,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,15,59962,272,11813, 18532,10,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,15,42175,441,9732, 17415,10,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,15,45348,443,9971, 16974,10,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,15,62899,444,14261, 21358,10,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,15,43105,516,12864, 21752,10,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,18397
geolife,0.0,10,15,46255,518,14735, 24567,10,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,18397
geolife,0.0,10,15,61045,519,7185, 14995,10,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,18397
geolife,0.0,10,15,29268,1083,8611, 10760,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,15,29267,1083,9075, 11303,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,15,29267,1083,8936, 10737,10,2.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,15,55246,1469,7747, 19091,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,15,55240,1469,8041, 19098,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,15,55240,1469,7896, 19258,10,5.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,15,69241,2053,8148, 19079,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,15,69224,2053,7528, 18958,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,15,69224,2053,8342, 19596,10,10.0,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,15,67211,2122,9898, 21620,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,1.0,8177
geolife,0.0,10,15,67081,2122,10384, 22167,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,2.0,8177
geolife,0.0,10,15,67080,2122,7327, 19069,10,Infinity,1,true,10000000,9,3,12g,WeeklyScale,Infinity,8177
geolife,0.0,10,15,63785,6449,12635, 39273,10,2.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,15,410233,29171,13786, 42137,10,5.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,15,649899,40294,16660, 37444,10,10.0,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,15,588384,43510,13582, 34555,10,Infinity,1,true,10000000,9,3,12g,NoTimeScale,Infinity,1674
geolife,0.0,10,15,2988,0,2129, 4249,50,2.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,15,5820,0,2870, 4520,50,2.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,15,46909,22,6785, 8636,50,2.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,15,3019,0,3310, 6775,50,5.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,15,5875,0,2784, 4535,50,5.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,15,33697,22,5978, 9108,50,5.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,15,3019,0,2770, 4836,50,10.0,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,15,5875,0,2764, 5732,50,10.0,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,15,21651,22,4284, 7008,50,10.0,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
geolife,0.0,10,15,3019,0,3384, 5043,50,Infinity,1,true,10000000,9,3,12g,DailyScale,1.0,1663
geolife,0.0,10,15,5875,0,2754, 4561,50,Infinity,1,true,10000000,9,3,12g,DailyScale,2.0,1663
geolife,0.0,10,15,21651,22,4672, 7367,50,Infinity,1,true,10000000,9,3,12g,DailyScale,Infinity,1663
